Customer ID,Last Purchase Date,Total Number of Purchases,Total Spend (Monetary Value),Account Created Date
C22173,2024-01-14 17:29:59.452452,4,977.2859093303075,2023-09-25 17:29:59.452452
C22174,2024-06-23 17:29:59.452452,5,964.1637044815783,2023-08-29 17:29:59.452452
C22175,2023-08-15 17:29:59.452452,6,449.0328580090762,2023-05-31 17:29:59.452452
C22176,2022-10-22 17:29:59.452452,4,68.27446769430583,2023-12-12 17:29:59.452452
C22177,2024-05-12 17:29:59.452452,7,56.352576727216096,2022-12-27 17:29:59.452452
C22178,2023-12-13 17:29:59.452452,2,62.45582099198361,2022-05-29 17:29:59.452452
C22179,2023-02-09 17:29:59.452452,6,303.1586184997726,2024-09-13 17:29:59.452452
C22180,2024-04-14 17:29:59.452452,9,613.9430024002017,2023-01-24 17:29:59.452452
C22181,2021-06-29 17:29:59.452452,2,92.17157798323946,2023-03-13 17:29:59.452452
C22182,2024-05-02 17:29:59.452452,4,84.81297637192515,2024-01-20 17:29:59.452452
C22183,2024-04-20 17:29:59.452452,2,110.51988272283802,2023-03-03 17:29:59.452452
C22184,2022-12-13 17:29:59.452452,1,342.47411232170396,2023-08-02 17:29:59.452452
C22185,2023-08-28 17:29:59.452452,3,65.5513133900624,2021-01-25 17:29:59.452452
C22186,2024-01-10 17:29:59.452452,9,252.5174726941784,2021-09-07 17:29:59.452452
C22187,2024-05-09 17:29:59.452452,1,159.9890597838205,2024-03-18 17:29:59.452452
C22188,2024-03-28 17:29:59.452452,2,765.0251381287719,2021-05-10 17:29:59.452452
C22189,2022-09-25 17:29:59.452452,3,460.0482309136571,2024-05-28 17:29:59.452452
C22190,2023-03-05 17:29:59.452452,3,490.6378118780954,2024-02-05 17:29:59.452452
C22191,2023-11-04 17:29:59.452452,4,57.13837931164066,2023-09-10 17:29:59.452452
C22192,2023-12-02 17:29:59.452452,2,994.8293657562456,2024-03-20 17:29:59.452452
C22193,2024-04-28 17:29:59.452452,9,929.6547642822325,2022-11-14 17:29:59.452452
C22194,2024-08-26 17:29:59.452452,3,536.600276899502,2021-10-08 17:29:59.452452
C22195,2024-03-27 17:29:59.452452,4,169.87677417077418,2024-03-01 17:29:59.452452
C22196,2023-08-13 17:29:59.452452,1,943.4197825284751,2021-05-14 17:29:59.452452
C22197,2024-08-14 17:29:59.452452,10,982.1142787258925,2022-05-17 17:29:59.452452
C22198,2024-04-02 17:29:59.452452,1,173.24734439629924,2023-11-26 17:29:59.452452
C22199,2023-02-02 17:29:59.452452,5,126.70444646095468,2020-05-15 17:29:59.452452
C22200,2023-11-04 17:29:59.452452,4,70.25812600068087,2023-05-19 17:29:59.452452
C22201,2023-10-12 17:29:59.452452,1,553.84806728757,2022-08-09 17:29:59.452452
C22202,2024-05-12 17:29:59.452452,3,134.92875018945463,2024-03-02 17:29:59.452452
C22203,2023-12-29 17:29:59.452452,3,687.7171608876213,2024-07-15 17:29:59.452452
C22204,2023-01-11 17:29:59.452452,5,162.563672706856,2023-11-30 17:29:59.452452
C22205,2022-12-07 17:29:59.452452,2,592.5058045604821,2021-10-20 17:29:59.452452
C22206,2024-01-05 17:29:59.452452,2,897.5008574578435,2024-06-10 17:29:59.452452
C22207,2023-12-24 17:29:59.452452,4,590.4284654237667,2023-07-15 17:29:59.452452
C22208,2024-03-06 17:29:59.452452,7,315.06043761358023,2023-02-02 17:29:59.452452
C22209,2024-01-08 17:29:59.452452,5,74.83053387310206,2021-12-23 17:29:59.452452
C22210,2024-05-26 17:29:59.452452,2,104.77277581310196,2021-05-15 17:29:59.452452
C22211,2024-05-14 17:29:59.452452,3,974.2997239386765,2024-07-30 17:29:59.452452
C22212,2024-06-08 17:29:59.452452,3,81.12423131749478,2021-08-18 17:29:59.452452
C22213,2024-06-06 17:29:59.452452,2,501.6012627302445,2023-05-25 17:29:59.452452
C22214,2023-03-16 17:29:59.452452,1,682.4445348369951,2023-03-14 17:29:59.452452
C22215,2023-05-01 17:29:59.452452,4,82.96764221506547,2021-02-14 17:29:59.452452
C22216,2021-02-22 17:29:59.452452,5,51.01934151180643,2022-06-26 17:29:59.452452
C22217,2024-03-17 17:29:59.452452,9,542.8413002103764,2022-12-01 17:29:59.452452
C22218,2023-08-17 17:29:59.452452,1,170.44956486771855,2022-12-03 17:29:59.452452
C22219,2022-11-11 17:29:59.452452,3,587.9141632257524,2024-05-10 17:29:59.452452
C22220,2021-11-11 17:29:59.452452,3,51.646400802890135,2020-10-01 17:29:59.452452
C22221,2023-10-22 17:29:59.452452,10,123.53453244392063,2024-07-22 17:29:59.452452
C22222,2022-11-30 17:29:59.452452,5,255.20740372936794,2024-02-20 17:29:59.452452
C22223,2023-11-17 17:29:59.452452,2,151.52675511439725,2023-07-13 17:29:59.452452
C22224,2023-01-06 17:29:59.452452,3,650.9022412344646,2023-04-07 17:29:59.452452
C22225,2024-02-28 17:29:59.452452,2,110.08180200715944,2023-12-29 17:29:59.452452
C22226,2023-10-06 17:29:59.452452,8,577.6805995598801,2024-03-04 17:29:59.452452
C22227,2022-11-28 17:29:59.452452,2,84.95522183255247,2024-07-01 17:29:59.452452
C22228,2023-11-24 17:29:59.452452,3,362.54958774382806,2021-11-04 17:29:59.452452
C22229,2024-04-15 17:29:59.452452,3,694.2872359744321,2023-04-10 17:29:59.452452
C22230,2024-06-21 17:29:59.452452,3,67.31984608430878,2020-10-08 17:29:59.452452
C22231,2024-02-13 17:29:59.452452,10,300.4658747864564,2024-09-11 17:29:59.452452
C22232,2024-07-07 17:29:59.452452,3,192.54041231846054,2021-09-21 17:29:59.452452
C22233,2024-06-28 17:29:59.452452,3,167.44643774232722,2020-11-10 17:29:59.452452
C22234,2023-08-31 17:29:59.452452,1,74.1122759854268,2024-01-22 17:29:59.452452
C22235,2024-04-23 17:29:59.452452,2,523.5093775237777,2023-01-06 17:29:59.452452
C22236,2022-11-07 17:29:59.452452,6,227.37489831910554,2021-03-13 17:29:59.452452
C22237,2022-10-11 17:29:59.452452,2,256.4143572760197,2022-08-17 17:29:59.452452
C22238,2022-04-10 17:29:59.452452,6,139.19182466518333,2024-03-07 17:29:59.452452
C22239,2022-10-15 17:29:59.452452,6,172.06764780683488,2024-02-13 17:29:59.452452
C22240,2023-12-02 17:29:59.452452,1,379.99107469118616,2023-12-15 17:29:59.452452
C22241,2023-06-07 17:29:59.452452,6,119.29865887521247,2024-10-04 17:29:59.452452
C22242,2024-08-04 17:29:59.452452,5,238.43091175764846,2024-03-16 17:29:59.452452
C22243,2022-03-20 17:29:59.452452,2,82.45495354259991,2024-07-05 17:29:59.452452
C22244,2023-04-28 17:29:59.452452,1,489.288053723993,2022-09-17 17:29:59.452452
C22245,2023-06-11 17:29:59.452452,1,879.0391253455589,2024-09-07 17:29:59.452452
C22246,2024-06-17 17:29:59.452452,3,789.8105807005829,2020-10-18 17:29:59.452452
C22247,2024-07-20 17:29:59.452452,3,310.2667471350069,2021-07-09 17:29:59.452452
C22248,2022-12-12 17:29:59.452452,6,262.67638969660345,2023-05-17 17:29:59.452452
C22249,2023-01-16 17:29:59.452452,3,291.7822255246819,2023-12-02 17:29:59.452452
C22250,2023-11-17 17:29:59.452452,5,226.02937612244025,2023-07-07 17:29:59.452452
C22251,2021-04-03 17:29:59.452452,9,196.19726515660315,2023-07-02 17:29:59.452452
C22252,2024-07-29 17:29:59.452452,3,526.8396715144339,2022-12-16 17:29:59.452452
C22253,2023-08-08 17:29:59.452452,2,121.14573645388634,2023-06-11 17:29:59.452452
C22254,2023-04-09 17:29:59.452452,3,394.3710784643191,2023-07-20 17:29:59.452452
C22255,2024-05-22 17:29:59.452452,2,418.2902737275866,2021-07-30 17:29:59.452452
C22256,2023-10-14 17:29:59.452452,4,55.64021350962835,2024-04-28 17:29:59.452452
C22257,2023-02-24 17:29:59.452452,1,,2023-08-11 17:29:59.452452
C22258,2024-05-23 17:29:59.452452,1,464.12005637994133,2024-04-06 17:29:59.452452
C22259,2023-12-16 17:29:59.452452,5,413.1241642017661,2024-05-13 17:29:59.452452
C22260,2023-05-05 17:29:59.452452,6,590.6724978383193,2024-06-20 17:29:59.452452
C22261,2023-02-19 17:29:59.452452,2,242.4075194434949,2023-04-03 17:29:59.452452
C22262,2023-12-31 17:29:59.452452,6,222.350805447523,2023-05-24 17:29:59.452452
C22263,2024-08-29 17:29:59.452452,2,138.92896224292775,2023-02-15 17:29:59.452452
C22264,2024-05-12 17:29:59.452452,2,402.5077105270731,2021-12-21 17:29:59.452452
C22265,2022-11-15 17:29:59.452452,2,240.37894752345392,2024-09-14 17:29:59.452452
C22266,2023-12-22 17:29:59.452452,5,983.2279151411433,2024-09-03 17:29:59.452452
C22267,2022-12-03 17:29:59.452452,5,317.0126985210776,2023-06-12 17:29:59.452452
C22268,2022-12-31 17:29:59.452452,5,265.23498977608847,2023-12-12 17:29:59.452452
C22269,2023-11-04 17:29:59.452452,6,291.7401180690119,2022-12-02 17:29:59.452452
C22270,2024-01-20 17:29:59.452452,5,704.6419111567935,2020-03-26 17:29:59.452452
C22271,2022-04-02 17:29:59.452452,1,911.3206573089099,2021-04-11 17:29:59.452452
C22272,2024-02-13 17:29:59.452452,2,127.0176977789555,2023-01-23 17:29:59.452452
C22273,2023-02-02 17:29:59.452452,7,972.6105600822785,2024-03-18 17:29:59.452452
C22274,2022-02-10 17:29:59.452452,6,113.58452961967643,2023-04-25 17:29:59.452452
C22275,2021-09-23 17:29:59.452452,6,187.84177382232437,2024-05-04 17:29:59.452452
C22276,2024-02-01 17:29:59.452452,2,122.39086922152362,2024-09-26 17:29:59.452452
C22277,2024-05-15 17:29:59.452452,6,737.0401279761824,2024-06-08 17:29:59.452452
C22278,2021-09-27 17:29:59.452452,5,520.418803270567,2023-12-17 17:29:59.452452
C22279,2023-09-29 17:29:59.452452,6,907.0330353091764,2023-03-24 17:29:59.452452
C22280,2024-08-04 17:29:59.452452,3,706.5754419784232,2024-04-25 17:29:59.452452
C22281,2024-04-22 17:29:59.452452,3,120.95014607518691,2023-07-20 17:29:59.452452
C22282,2024-07-06 17:29:59.452452,3,87.17048401294959,2022-08-09 17:29:59.452452
C22283,2022-11-01 17:29:59.452452,8,519.6563975643477,2022-09-05 17:29:59.452452
C22284,2024-05-31 17:29:59.452452,9,410.7511676753178,2024-10-07 17:29:59.452452
C22285,2023-07-18 17:29:59.452452,3,67.9001846677823,2023-02-27 17:29:59.452452
C22286,2023-04-05 17:29:59.452452,5,62.590761723163624,2020-11-02 17:29:59.452452
C22287,2023-08-29 17:29:59.452452,2,149.95512869780526,2024-09-12 17:29:59.452452
C22288,2023-01-02 17:29:59.452452,2,123.5234179189028,2022-02-17 17:29:59.452452
C22289,2023-04-14 17:29:59.452452,3,336.9565817017674,2023-06-28 17:29:59.452452
C22290,2024-02-20 17:29:59.452452,4,164.88567863383827,2023-09-14 17:29:59.452452
C22291,2024-06-27 17:29:59.452452,1,80.45986686956417,2023-03-18 17:29:59.452452
C22292,2023-01-05 17:29:59.452452,5,321.76126936380246,2020-11-21 17:29:59.452452
C22293,2024-03-14 17:29:59.452452,3,727.4194737649252,2022-02-02 17:29:59.452452
C22294,2023-12-12 17:29:59.452452,9,374.6149114758071,2022-11-20 17:29:59.452452
C22295,2023-12-10 17:29:59.452452,9,83.5187229922061,2023-03-06 17:29:59.452452
C22296,2024-07-19 17:29:59.452452,7,367.4704000061872,2021-03-22 17:29:59.452452
C22297,2023-09-28 17:29:59.452452,4,422.1647910189092,2022-06-02 17:29:59.452452
C22298,2023-02-04 17:29:59.452452,6,171.76252699814637,2022-03-03 17:29:59.452452
C22299,2024-06-21 17:29:59.452452,5,80.03343717742752,2023-03-12 17:29:59.452452
C22300,2023-03-23 17:29:59.452452,2,491.4874032141566,2023-09-29 17:29:59.452452
C22301,2024-02-14 17:29:59.452452,2,678.9799092456805,2023-06-06 17:29:59.452452
C22302,2023-04-11 17:29:59.452452,8,184.47124633559494,2024-02-25 17:29:59.452452
C22303,2024-02-22 17:29:59.452452,5,302.74327775957835,2024-01-05 17:29:59.452452
C22304,2022-11-01 17:29:59.452452,2,361.5100176018127,2022-06-21 17:29:59.452452
C22305,2023-10-24 17:29:59.452452,1,219.88279027365158,2023-03-18 17:29:59.452452
C22306,2024-05-14 17:29:59.452452,1,910.5201852723046,2023-10-27 17:29:59.452452
C22307,2023-02-15 17:29:59.452452,3,468.13458913797393,2023-07-22 17:29:59.452452
C22308,2024-03-12 17:29:59.452452,9,632.8435373900238,2023-02-23 17:29:59.452452
C22309,2022-08-07 17:29:59.452452,2,187.57704236193683,2024-06-07 17:29:59.452452
C22310,2023-04-14 17:29:59.452452,1,99.12400958992492,2022-12-13 17:29:59.452452
C22311,2024-03-02 17:29:59.452452,2,667.8986513354898,2023-08-26 17:29:59.452452
C22312,2023-09-06 17:29:59.452452,10,184.00442897451558,2021-01-13 17:29:59.452452
C22313,2024-06-03 17:29:59.452452,7,716.1008613141468,2023-01-10 17:29:59.452452
C22314,2024-03-29 17:29:59.452452,3,105.92081344363191,2024-05-21 17:29:59.452452
C22315,2021-03-06 17:29:59.452452,4,921.1083267121385,2024-01-15 17:29:59.452452
C22316,2024-01-16 17:29:59.452452,9,83.70472991453451,2022-05-21 17:29:59.452452
C22317,2022-11-16 17:29:59.452452,1,50.70826823435504,2021-12-17 17:29:59.452452
C22318,2023-12-04 17:29:59.452452,2,323.5168504157683,2022-01-23 17:29:59.452452
C22319,2022-12-18 17:29:59.452452,6,128.4493693423023,2021-04-11 17:29:59.452452
C22320,2024-01-15 17:29:59.452452,1,83.31080141718996,2023-10-21 17:29:59.452452
C22321,2023-12-25 17:29:59.452452,1,647.0780822365084,2020-04-15 17:29:59.452452
C22322,2022-10-08 17:29:59.452452,4,538.4654180097523,2021-09-21 17:29:59.452452
C22323,2024-05-24 17:29:59.452452,9,181.35649222838006,2024-05-17 17:29:59.452452
C22324,2023-03-03 17:29:59.452452,5,331.80164814044906,2023-05-04 17:29:59.452452
C22325,2024-07-09 17:29:59.452452,2,831.096270330374,2021-03-27 17:29:59.452452
C22326,2024-08-17 17:29:59.452452,1,72.02329925403973,2022-11-28 17:29:59.452452
C22327,2023-06-16 17:29:59.452452,1,636.9617945782112,2019-10-15 17:29:59.452452
C22328,2024-08-20 17:29:59.452452,2,983.7416983335881,2023-02-15 17:29:59.452452
C22329,2023-11-20 17:29:59.452452,3,165.08331852569265,2024-08-17 17:29:59.452452
C22330,2022-01-12 17:29:59.452452,2,875.7942508070987,2024-08-13 17:29:59.452452
C22331,2023-05-20 17:29:59.452452,3,160.88502193963092,2023-03-26 17:29:59.452452
C22332,2024-04-28 17:29:59.452452,2,907.4916000994639,2023-03-28 17:29:59.452452
C22333,2024-01-21 17:29:59.452452,1,909.9092702774367,2023-02-17 17:29:59.452452
C22334,2023-02-09 17:29:59.452452,5,557.0152545225494,2021-07-21 17:29:59.452452
C22335,2022-08-19 17:29:59.452452,6,84.57073781784513,2020-10-19 17:29:59.452452
C22336,2021-08-04 17:29:59.452452,5,257.34280469454905,2024-06-22 17:29:59.452452
C22337,2023-09-03 17:29:59.452452,3,108.62612003278565,2023-01-17 17:29:59.452452
C22338,2024-08-31 17:29:59.452452,2,182.55589163583744,2023-05-19 17:29:59.452452
C22339,2022-09-02 17:29:59.452452,3,187.8550422625344,2022-10-17 17:29:59.452452
C22340,2023-01-01 17:29:59.452452,1,350.964403787442,2023-01-12 17:29:59.452452
C22341,2024-06-14 17:29:59.452452,1,401.7537288995197,2024-09-03 17:29:59.452452
C22342,2024-01-02 17:29:59.452452,1,125.47135033025536,2020-04-27 17:29:59.452452
C22343,2023-10-23 17:29:59.452452,5,424.2433796777324,2022-06-30 17:29:59.452452
C22344,2023-01-14 17:29:59.452452,5,102.54714851552802,2024-03-15 17:29:59.452452
C22345,2024-07-18 17:29:59.452452,2,71.54284859468075,2024-02-05 17:29:59.452452
C22346,2024-07-09 17:29:59.452452,3,128.24971319198355,2024-02-05 17:29:59.452452
C22347,2024-04-19 17:29:59.452452,3,437.2244906174528,2020-10-27 17:29:59.452452
C22348,2024-01-02 17:29:59.452452,1,558.8154575364034,2021-09-07 17:29:59.452452
C22349,2023-11-14 17:29:59.452452,3,242.25710448782752,2024-02-14 17:29:59.452452
C22350,2023-06-08 17:29:59.452452,3,532.228717317149,2020-01-14 17:29:59.452452
C22351,2024-04-06 17:29:59.452452,4,420.8196545761691,2023-08-15 17:29:59.452452
C22352,2020-10-20 17:29:59.452452,8,151.6039098034873,2024-05-16 17:29:59.452452
C22353,2023-09-08 17:29:59.452452,4,249.48423707943456,2023-05-06 17:29:59.452452
C22354,2022-04-16 17:29:59.452452,3,149.4492261249008,2021-06-17 17:29:59.452452
C22355,2022-11-08 17:29:59.452452,4,261.633362874708,2024-08-26 17:29:59.452452
C22356,2023-11-11 17:29:59.452452,2,74.75340020095577,2022-12-09 17:29:59.452452
C22357,2024-08-13 17:29:59.452452,8,628.8663657645284,2023-06-08 17:29:59.452452
C22358,2024-04-23 17:29:59.452452,3,67.08826598803307,2024-03-04 17:29:59.452452
C22359,2021-06-17 17:29:59.452452,4,185.64960428834823,2021-04-22 17:29:59.452452
C22360,2023-10-29 17:29:59.452452,2,492.69061472791066,2022-11-26 17:29:59.452452
C22361,2024-02-15 17:29:59.452452,5,450.81011057352157,2021-01-20 17:29:59.452452
C22362,2023-03-25 17:29:59.452452,3,155.1690656745563,2023-11-26 17:29:59.452452
C22363,2022-07-20 17:29:59.452452,2,176.45865545985197,2023-04-23 17:29:59.452452
C22364,2023-01-15 17:29:59.452452,8,366.1671079372331,2023-10-13 17:29:59.452452
C22365,2022-10-24 17:29:59.452452,6,299.2465751813285,2023-08-29 17:29:59.452452
C22366,2024-04-22 17:29:59.452452,8,128.50331674201897,2024-07-08 17:29:59.452452
C22367,2023-08-15 17:29:59.452452,3,428.5854448395731,2022-02-27 17:29:59.452452
C22368,2024-02-02 17:29:59.452452,4,65.86892231685285,2023-08-20 17:29:59.452452
C22369,2023-03-23 17:29:59.452452,5,157.7256695793453,2023-07-15 17:29:59.452452
C22370,2024-07-13 17:29:59.452452,2,417.0012648821182,2024-04-25 17:29:59.452452
C22371,2024-06-21 17:29:59.452452,5,680.558029689887,2021-10-02 17:29:59.452452
C22372,2021-03-05 17:29:59.452452,2,191.75798662496283,2024-09-04 17:29:59.452452
C22373,2024-02-21 17:29:59.452452,1,543.149013476089,2024-09-26 17:29:59.452452
C22374,2023-08-23 17:29:59.452452,2,809.1998212562767,2021-04-09 17:29:59.452452
C22375,2023-02-02 17:29:59.452452,2,298.01192508631857,2022-01-25 17:29:59.452452
C22376,2023-03-26 17:29:59.452452,3,748.6644890916276,2023-11-19 17:29:59.452452
C22377,2024-02-02 17:29:59.452452,5,609.3268436087402,2023-04-22 17:29:59.452452
C22378,2024-03-12 17:29:59.452452,3,75.74063844399387,2024-09-08 17:29:59.452452
C22379,2022-10-14 17:29:59.452452,4,800.8491328686309,2021-09-28 17:29:59.452452
C22380,2022-10-26 17:29:59.452452,1,70.51657519048541,2021-12-22 17:29:59.452452
C22381,2024-08-27 17:29:59.452452,6,259.4187719598148,2021-02-22 17:29:59.452452
C22382,2023-11-30 17:29:59.452452,4,473.25021644910373,2023-05-31 17:29:59.452452
C22383,2024-06-27 17:29:59.452452,4,704.7935558366551,2023-03-01 17:29:59.452452
C22384,2020-12-17 17:29:59.452452,1,191.2695733624086,2024-04-23 17:29:59.452452
C22385,2024-04-27 17:29:59.452452,6,835.2943328412146,2024-02-03 17:29:59.452452
C22386,2024-05-20 17:29:59.452452,4,374.5133546213717,2021-11-20 17:29:59.452452
C22387,2023-06-07 17:29:59.452452,7,111.45149198989293,2023-12-06 17:29:59.452452
C22388,2024-06-22 17:29:59.452452,4,876.7268960328171,2022-10-05 17:29:59.452452
C22389,2021-07-28 17:29:59.452452,4,865.2011412305001,2020-02-01 17:29:59.452452
C22390,2024-06-27 17:29:59.452452,8,923.9694680273243,2020-11-16 17:29:59.452452
C22391,2023-11-11 17:29:59.452452,1,126.92175072127132,2023-01-20 17:29:59.452452
C22392,2024-05-12 17:29:59.452452,6,191.45794944396278,2023-01-14 17:29:59.452452
C22393,2024-04-01 17:29:59.452452,2,58.54991288783491,2024-05-22 17:29:59.452452
C22394,2024-01-04 17:29:59.452452,10,828.3065017567901,2022-05-10 17:29:59.452452
C22395,2024-02-27 17:29:59.452452,2,989.503278217283,2021-04-19 17:29:59.452452
C22396,2024-02-15 17:29:59.452452,4,128.51192465039517,2023-08-29 17:29:59.452452
C22397,2023-02-15 17:29:59.452452,2,133.98083946957215,2023-10-14 17:29:59.452452
C22398,2024-04-09 17:29:59.452452,6,394.9984063497289,2021-04-13 17:29:59.452452
C22399,2021-07-02 17:29:59.452452,1,451.85846227216757,2023-02-13 17:29:59.452452
C22400,2023-02-19 17:29:59.452452,6,455.402644847475,2024-04-01 17:29:59.452452
C22401,2024-05-13 17:29:59.452452,3,158.74167760682388,2023-12-21 17:29:59.452452
C22402,2023-11-04 17:29:59.452452,3,959.3674851713704,2022-12-03 17:29:59.452452
C22403,2024-07-06 17:29:59.452452,2,71.86530771486406,2022-07-13 17:29:59.452452
C22404,2024-01-23 17:29:59.452452,2,617.4585391274122,2024-08-02 17:29:59.452452
C22405,2024-07-07 17:29:59.452452,2,786.157608625874,2021-09-20 17:29:59.452452
C22406,2024-04-10 17:29:59.452452,3,950.3981780046615,2022-07-12 17:29:59.452452
C22407,2023-09-25 17:29:59.452452,3,221.87439777070819,2020-12-19 17:29:59.452452
C22408,2023-11-10 17:29:59.452452,7,497.93598817646335,2024-05-11 17:29:59.452452
C22409,2024-06-07 17:29:59.452452,2,74.0928303136696,2021-08-04 17:29:59.452452
C22410,2024-08-11 17:29:59.452452,4,105.81927501590539,2023-06-16 17:29:59.452452
C22411,2023-08-21 17:29:59.452452,2,879.4227593358409,2020-04-04 17:29:59.452452
C22412,2024-01-27 17:29:59.452452,10,258.4349687243005,2024-04-30 17:29:59.452452
C22413,2023-05-26 17:29:59.452452,5,87.99072967812968,2022-11-26 17:29:59.452452
C22414,2024-07-16 17:29:59.452452,5,966.5539950343489,2024-08-06 17:29:59.452452
C22415,2021-01-25 17:29:59.452452,1,175.6273211623164,2022-12-15 17:29:59.452452
C22416,2023-10-15 17:29:59.452452,8,329.94033862267315,2024-02-12 17:29:59.452452
C22417,2022-07-27 17:29:59.452452,3,220.14962250846145,2023-05-06 17:29:59.452452
C22418,2023-09-24 17:29:59.452452,6,94.95571820779425,2024-01-31 17:29:59.452452
C22419,2024-09-05 17:29:59.452452,5,522.2009150233444,2021-11-03 17:29:59.452452
C22420,2024-03-20 17:29:59.452452,8,146.0694229214692,2023-11-19 17:29:59.452452
C22421,2024-02-08 17:29:59.452452,2,914.6027963547667,2022-12-16 17:29:59.452452
C22422,2022-07-29 17:29:59.452452,1,523.7430513378482,2024-02-22 17:29:59.452452
C22423,2023-08-09 17:29:59.452452,1,192.293883344526,2024-08-31 17:29:59.452452
C22424,2023-12-10 17:29:59.452452,8,418.62258425311995,2022-09-07 17:29:59.452452
C22425,2023-12-22 17:29:59.452452,1,834.33613542363,2022-10-13 17:29:59.452452
C22426,2024-07-08 17:29:59.452452,3,79.09720964019746,2021-06-14 17:29:59.452452
C22427,2023-05-29 17:29:59.452452,1,220.2631281980727,2022-11-01 17:29:59.452452
C22428,2023-06-22 17:29:59.452452,2,107.30099015651054,2022-07-10 17:29:59.452452
C22429,2024-06-26 17:29:59.452452,1,346.9322821261806,2023-10-22 17:29:59.452452
C22430,2024-02-15 17:29:59.452452,9,559.5680223547674,2023-09-29 17:29:59.452452
C22431,2024-07-09 17:29:59.452452,1,104.64997927670785,2024-06-26 17:29:59.452452
C22432,2024-04-22 17:29:59.452452,2,394.3881902582632,2023-08-06 17:29:59.452452
C22433,2024-08-21 17:29:59.452452,2,723.87629376803,2024-07-03 17:29:59.452452
C22434,2024-07-24 17:29:59.452452,6,449.8113878471766,2023-10-18 17:29:59.452452
C22435,2024-07-30 17:29:59.452452,4,196.65084800965076,2022-12-03 17:29:59.452452
C22436,2021-12-17 17:29:59.452452,5,935.6057821043007,2022-03-23 17:29:59.452452
C22437,2023-08-04 17:29:59.452452,4,342.711091433315,2023-09-11 17:29:59.452452
C22438,2022-04-01 17:29:59.452452,10,202.48139841136623,2021-06-12 17:29:59.452452
C22439,2024-06-27 17:29:59.452452,2,465.91628316025196,2022-11-22 17:29:59.452452
C22440,2022-12-26 17:29:59.452452,10,591.5829698853099,2023-02-12 17:29:59.452452
C22441,2023-09-26 17:29:59.452452,1,51.039490866059545,2023-12-25 17:29:59.452452
C22442,2024-08-09 17:29:59.452452,2,190.7982123373737,2022-09-29 17:29:59.452452
C22443,2023-11-08 17:29:59.452452,1,177.79590328987265,2023-04-26 17:29:59.452452
C22444,2023-03-13 17:29:59.452452,2,122.55288538217238,2024-03-06 17:29:59.452452
C22445,2021-08-26 17:29:59.452452,1,898.2120197610761,2022-07-02 17:29:59.452452
C22446,2024-06-10 17:29:59.452452,8,325.68526831037576,2020-11-03 17:29:59.452452
C22447,2024-07-30 17:29:59.452452,1,358.9666923271752,2023-08-27 17:29:59.452452
C22448,2023-10-02 17:29:59.452452,6,91.12445334298963,2024-01-09 17:29:59.452452
C22449,2021-02-21 17:29:59.452452,7,978.4022457174375,2023-08-25 17:29:59.452452
C22450,2023-06-10 17:29:59.452452,1,124.34327602942965,2021-04-24 17:29:59.452452
C22451,2023-11-30 17:29:59.452452,3,293.4434403497836,2024-03-23 17:29:59.452452
C22452,2024-02-25 17:29:59.452452,4,206.07736484367618,2024-06-01 17:29:59.452452
C22453,2024-05-25 17:29:59.452452,2,924.8630363767768,2021-06-01 17:29:59.452452
C22454,2023-09-21 17:29:59.452452,6,197.6039356210135,2023-08-15 17:29:59.452452
C22455,2022-12-17 17:29:59.452452,1,72.19699354044819,2023-05-12 17:29:59.452452
C22456,2024-02-14 17:29:59.452452,1,227.66449884287272,2023-06-14 17:29:59.452452
C22457,2024-04-17 17:29:59.452452,5,443.1318277842894,2023-12-19 17:29:59.452452
C22458,2021-06-03 17:29:59.452452,10,183.2851400566139,2023-02-03 17:29:59.452452
C22459,2022-10-26 17:29:59.452452,2,582.419445395756,2023-10-12 17:29:59.452452
C22460,2021-01-07 17:29:59.452452,5,193.22518819766972,2024-06-24 17:29:59.452452
C22461,2024-08-09 17:29:59.452452,5,361.76588212529555,2023-06-15 17:29:59.452452
C22462,2023-07-11 17:29:59.452452,7,113.16832347471221,2024-07-01 17:29:59.452452
C22463,2023-04-21 17:29:59.452452,3,223.16523082952827,2024-09-01 17:29:59.452452
C22464,2024-02-14 17:29:59.452452,8,108.47634526924105,2023-08-27 17:29:59.452452
C22465,2021-04-05 17:29:59.452452,2,739.4687754619931,2023-07-07 17:29:59.452452
C22466,2024-02-22 17:29:59.452452,10,70.04931812779972,2024-03-21 17:29:59.452452
C22467,2022-12-14 17:29:59.452452,9,81.2489604726255,2024-06-02 17:29:59.452452
C22468,2021-05-04 17:29:59.452452,7,431.21920863179736,2024-03-13 17:29:59.452452
C22469,2024-07-19 17:29:59.452452,10,165.56599802791226,2020-12-22 17:29:59.452452
C22470,2023-09-05 17:29:59.452452,9,333.9092203306273,2024-07-24 17:29:59.452452
C22471,2024-01-31 17:29:59.452452,7,772.4204172987054,2023-07-11 17:29:59.452452
C22472,2023-08-07 17:29:59.452452,10,438.84182486868434,2020-10-26 17:29:59.452452
C22473,2023-05-26 17:29:59.452452,3,159.28093878334602,2022-02-04 17:29:59.452452
C22474,2022-12-30 17:29:59.452452,8,668.9972100524499,2022-10-27 17:29:59.452452
C22475,2023-07-01 17:29:59.452452,1,417.4102958253577,2022-11-07 17:29:59.452452
